id	package	surface	capability	parent	description
pi-coding-agent-test-scenario-should-resume-after-threshold-compaction-when-on-857628860f	coding-agent	test-scenario	agent-session-auto-compaction-queue.test		should resume after threshold compaction when only agent-level queued messages exist (packages/coding-agent/test/agent-session-auto-compaction-queue.test.ts:60)
pi-coding-agent-test-scenario-should-retain-pre-compaction-entries-in-get-entr-f7588cd417	coding-agent	test-scenario	rpc.test		should retain pre-compaction entries in get_entries (packages/coding-agent/test/rpc.test.ts:328)
pi-coding-agent-test-scenario-should-return-empty-for-non-existent-directory-e7514b7d7f	coding-agent	test-scenario	skills.test		should return empty for non-existent directory (packages/coding-agent/test/skills.test.ts:175)
pi-coding-agent-test-scenario-should-return-empty-string-for-no-skills-b2749c92a8	coding-agent	test-scenario	skills.test		should return empty string for no skills (packages/coding-agent/test/skills.test.ts:225)
pi-coding-agent-test-scenario-should-return-empty-string-when-all-skills-have--8590bf97fa	coding-agent	test-scenario	skills.test		should return empty string when all skills have disableModelInvocation (packages/coding-agent/test/skills.test.ts:332)
pi-coding-agent-test-scenario-should-return-false-when-adding-the-same-git-sou-db68c195d4	coding-agent	test-scenario	package-manager.test		should return false when adding the same git source with the same ref (packages/coding-agent/test/package-manager.test.ts:1243)
pi-coding-agent-test-scenario-should-return-false-when-disabled-78b7e04d0f	coding-agent	test-scenario	compaction.test		should return false when disabled (packages/coding-agent/test/compaction.test.ts:270)
pi-coding-agent-test-scenario-should-return-formatted-note-for-resized-images-8bc355a669	coding-agent	test-scenario	image-processing.test		should return formatted note for resized images (packages/coding-agent/test/image-processing.test.ts:156)
pi-coding-agent-test-scenario-should-return-global-sessiondir-207cdfe3b2	coding-agent	test-scenario	settings-manager.test		should return global sessionDir (packages/coding-agent/test/settings-manager.test.ts:463)
pi-coding-agent-test-scenario-should-return-no-package-sourced-paths-when-no-s-5ef068dc2d	coding-agent	test-scenario	package-manager.test		should return no package-sourced paths when no sources configured (packages/coding-agent/test/package-manager.test.ts:104)
pi-coding-agent-test-scenario-should-return-null-when-image-cannot-be-resized--bc944eed90	coding-agent	test-scenario	image-processing.test		should return null when image cannot be resized below maxBytes (packages/coding-agent/test/image-processing.test.ts:118)
pi-coding-agent-test-scenario-should-return-original-data-for-png-input-b4f9f10f41	coding-agent	test-scenario	image-processing.test		should return original data for PNG input (packages/coding-agent/test/image-processing.test.ts:30)
pi-coding-agent-test-scenario-should-return-original-image-if-within-limits-6b61ddaafb	coding-agent	test-scenario	image-processing.test		should return original image if within limits (packages/coding-agent/test/image-processing.test.ts:69)
pi-coding-agent-test-scenario-should-return-project-sessiondir-overriding-glob-fe70d5cc92	coding-agent	test-scenario	settings-manager.test		should return project sessionDir, overriding global (packages/coding-agent/test/settings-manager.test.ts:469)
pi-coding-agent-test-scenario-should-return-startindex-if-no-valid-cut-points--9e4d3c306c	coding-agent	test-scenario	compaction.test		should return startIndex if no valid cut points in range (packages/coding-agent/test/compaction.test.ts:302)
pi-coding-agent-test-scenario-should-return-true-when-blockimages-is-set-to-tr-44c00e927f	coding-agent	test-scenario	block-images.test		should return true when blockImages is set to true (packages/coding-agent/test/block-images.test.ts:36)
pi-coding-agent-test-scenario-should-return-true-when-context-exceeds-threshol-14e7b0b975	coding-agent	test-scenario	compaction.test		should return true when context exceeds threshold (packages/coding-agent/test/compaction.test.ts:259)
pi-coding-agent-test-scenario-should-return-undefined-for-non-resized-images-0babaefa38	coding-agent	test-scenario	image-processing.test		should return undefined for non-resized images (packages/coding-agent/test/image-processing.test.ts:143)
pi-coding-agent-test-scenario-should-return-undefined-if-no-assistant-messages-a443df3704	coding-agent	test-scenario	compaction.test		should return undefined if no assistant messages (packages/coding-agent/test/compaction.test.ts:234)
pi-coding-agent-test-scenario-should-return-undefined-when-not-set-d5ca27004e	coding-agent	test-scenario	settings-manager.test		should return undefined when not set (packages/coding-agent/test/settings-manager.test.ts:457)
pi-coding-agent-test-scenario-should-return-undefined-when-shellcommandprefix--107d1d16fd	coding-agent	test-scenario	settings-manager.test		should return undefined when shellCommandPrefix is not set (packages/coding-agent/test/settings-manager.test.ts:433)
pi-coding-agent-test-scenario-should-save-messages-to-session-file-fdac672e22	coding-agent	test-scenario	rpc.test		should save messages to session file (packages/coding-agent/test/rpc.test.ts:47)
pi-coding-agent-test-scenario-should-scan-agents-skills-from-cwd-up-to-git-rep-6d69c1933d	coding-agent	test-scenario	package-manager.test		should scan .agents/skills from cwd up to git repo root (packages/coding-agent/test/package-manager.test.ts:389)
pi-coding-agent-test-scenario-should-scan-agents-skills-up-to-filesystem-root--d49edee7f9	coding-agent	test-scenario	package-manager.test		should scan .agents/skills up to filesystem root when not in a git repo (packages/coding-agent/test/package-manager.test.ts:419)
pi-coding-agent-test-scenario-should-send-commands-over-stdin-when-shell-resol-572160be24	coding-agent	test-scenario	tools.test		should send commands over stdin when shell resolution requires it (packages/coding-agent/test/tools.test.ts:573)
pi-coding-agent-test-scenario-should-set-and-get-session-name-4a5b74a1e0	coding-agent	test-scenario	rpc.test		should set and get session name (packages/coding-agent/test/rpc.test.ts:342)
pi-coding-agent-test-scenario-should-set-and-get-thinking-level-b5f93e2ef5	coding-agent	test-scenario	rpc.test		should set and get thinking level (packages/coding-agent/test/rpc.test.ts:184)
pi-coding-agent-test-scenario-should-show-error-when-offset-is-beyond-file-len-4604320269	coding-agent	test-scenario	tools.test		should show error when offset is beyond file length (packages/coding-agent/test/tools.test.ts:164)
pi-coding-agent-test-scenario-should-skip-aborted-messages-cc04c92551	coding-agent	test-scenario	compaction.test		should skip aborted messages (packages/coding-agent/test/compaction.test.ts:203)
pi-coding-agent-test-scenario-should-skip-agents-md-and-claude-md-discovery-wh-bf19888965	coding-agent	test-scenario	resource-loader.test		should skip AGENTS.md and CLAUDE.md discovery when noContextFiles is true (packages/coding-agent/test/resource-loader.test.ts:357)
pi-coding-agent-test-scenario-should-skip-all-zero-assistant-usage-e68d7b96c0	coding-agent	test-scenario	compaction.test		should skip all-zero assistant usage (packages/coding-agent/test/compaction.test.ts:221)
pi-coding-agent-test-scenario-should-skip-files-without-frontmatter-e388aa916c	coding-agent	test-scenario	skills.test		should skip files without frontmatter (packages/coding-agent/test/skills.test.ts:120)
pi-coding-agent-test-scenario-should-skip-installing-missing-package-sources-w-77d8508b16	coding-agent	test-scenario	package-manager.test		should skip installing missing package sources when offline (packages/coding-agent/test/package-manager.test.ts:2328)
pi-coding-agent-test-scenario-should-skip-pinned-packages-when-checking-for-up-55dbcc2f3e	coding-agent	test-scenario	package-manager.test		should skip pinned packages when checking for updates (packages/coding-agent/test/package-manager.test.ts:2413)
pi-coding-agent-test-scenario-should-skip-project-npm-update-when-installed-ve-c0371b2547	coding-agent	test-scenario	package-manager.test		should skip project npm update when installed version matches latest (packages/coding-agent/test/package-manager.test.ts:2132)
pi-coding-agent-test-scenario-should-skip-project-resources-that-require-trust-588f7ffb52	coding-agent	test-scenario	resource-loader.test		should skip project resources that require trust when project is not trusted (packages/coding-agent/test/resource-loader.test.ts:379)
pi-coding-agent-test-scenario-should-skip-project-settings-when-project-is-not-e0a73c19c7	coding-agent	test-scenario	settings-manager.test		should skip project settings when project is not trusted (packages/coding-agent/test/settings-manager.test.ts:236)
pi-coding-agent-test-scenario-should-skip-refreshing-temporary-git-sources-whe-abfec9c280	coding-agent	test-scenario	package-manager.test		should skip refreshing temporary git sources when offline (packages/coding-agent/test/package-manager.test.ts:2340)
pi-coding-agent-test-scenario-should-skip-repeated-compactions-when-kept-messa-5008a70697	coding-agent	test-scenario	compaction.test		should skip repeated compactions when kept messages still fit (packages/coding-agent/test/compaction.test.ts:430)
pi-coding-agent-test-scenario-should-skip-reset-clean-and-install-when-already-22d58e0836	coding-agent	test-scenario	git-update.test		should skip reset, clean, and install when already up to date (packages/coding-agent/test/git-update.test.ts:127)
pi-coding-agent-test-scenario-should-skip-skill-discovery-when-noskills-is-tru-3fe0c1448d	coding-agent	test-scenario	resource-loader.test		should skip skill discovery when noSkills is true (packages/coding-agent/test/resource-loader.test.ts:543)
pi-coding-agent-test-scenario-should-skip-subdirectories-without-index-ts-or-m-67aa7e8d76	coding-agent	test-scenario	package-manager.test		should skip subdirectories without index.ts or manifest (packages/coding-agent/test/package-manager.test.ts:2087)
pi-coding-agent-test-scenario-should-slice-from-index-n-203b26d9c5	coding-agent	test-scenario	prompt-templates.test		should slice from index (\${@:N}) (packages/coding-agent/test/prompt-templates.test.ts:244)
pi-coding-agent-test-scenario-should-slice-with-length-n-l-903b1400d3	coding-agent	test-scenario	prompt-templates.test		should slice with length (\${@:N:L}) (packages/coding-agent/test/prompt-templates.test.ts:250)
pi-coding-agent-test-scenario-should-split-template-arguments-on-unquoted-newl-28a54f3526	coding-agent	test-scenario	prompt-templates.test		should split template arguments on unquoted newlines (packages/coding-agent/test/prompt-templates.test.ts:427)
pi-coding-agent-test-scenario-should-still-fail-when-text-is-not-found-even-wi-a9cab640aa	coding-agent	test-scenario	tools.test		should still fail when text is not found even with fuzzy matching (packages/coding-agent/test/tools.test.ts:1029)
pi-coding-agent-test-scenario-should-still-load-additional-skill-paths-when-no-059b1412d3	coding-agent	test-scenario	resource-loader.test		should still load additional skill paths when noSkills is true (packages/coding-agent/test/resource-loader.test.ts:562)
pi-coding-agent-test-scenario-should-stop-recursing-when-a-package-skill-direc-d232e40670	coding-agent	test-scenario	package-manager.test		should stop recursing when a package skill directory contains SKILL.md (packages/coding-agent/test/package-manager.test.ts:647)
pi-coding-agent-test-scenario-should-store-global-local-packages-relative-to-a-24f85c24dc	coding-agent	test-scenario	package-manager.test		should store global local packages relative to agent settings base (packages/coding-agent/test/package-manager.test.ts:1204)
pi-coding-agent-test-scenario-should-store-project-local-packages-relative-to--ba110d282a	coding-agent	test-scenario	package-manager.test		should store project local packages relative to .pi settings base (packages/coding-agent/test/package-manager.test.ts:1218)
